exp,video,segment,SubSegment,frame,path,n_masks,n_masks^3,mask_area,mask_centroid,mask_conf,mask_strength,bbox_id,bbox_area,bbox_centroid,bbox_dim,avg_mask_area,avg_bbox_area,avg_mask_strength,avg_bbox_width,avg_bbox_height,mask_centroid_dist,bbox_centroid_dist,Label,label_LSTM,is_padding
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1148,22_08_2024/2024-08-22_10_40_00_000/14/1148.jpg,1,,[763],"[[331.0, 252.0]]",[0.860803],[222.0],[0],[899.0],"[[331.0, 252.0]]","[[29.0, 31.0]]",763.0,899.0,222.0,29.0,29.0,0.0,0.0,1,0,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1149,22_08_2024/2024-08-22_10_40_00_000/14/1149.jpg,1,,[2033],"[[317.0, 240.0]]",[0.69629943],[221.61],[0],[2695.0],"[[317.0, 239.0]]","[[49.0, 55.0]]",2033.0,2695.0,221.61,49.0,49.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1150,22_08_2024/2024-08-22_10_40_00_000/14/1150.jpg,1,,[2033],"[[317.0, 240.0]]",[0.69629943],[221.61],[0],[2695.0],"[[317.0, 239.0]]","[[49.0, 55.0]]",2033.0,2695.0,221.61,49.0,49.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1151,22_08_2024/2024-08-22_10_40_00_000/14/1151.jpg,1,,[557],"[[328.0, 253.0]]",[0.7772154],[220.85],[0],[675.0],"[[328.0, 253.0]]","[[25.0, 27.0]]",557.0,675.0,220.85,25.0,25.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1152,22_08_2024/2024-08-22_10_40_00_000/14/1152.jpg,1,,[557],"[[328.0, 253.0]]",[0.7772524],[220.85],[0],[675.0],"[[328.0, 253.0]]","[[25.0, 27.0]]",557.0,675.0,220.85,25.0,25.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1153,22_08_2024/2024-08-22_10_40_00_000/14/1153.jpg,1,,[656],"[[327.0, 252.0]]",[0.77009743],[225.71],[0],[750.0],"[[327.0, 251.0]]","[[25.0, 30.0]]",656.0,750.0,225.71,25.0,25.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1154,22_08_2024/2024-08-22_10_40_00_000/14/1154.jpg,1,,[656],"[[327.0, 252.0]]",[0.77009743],[225.71],[0],[750.0],"[[327.0, 251.0]]","[[25.0, 30.0]]",656.0,750.0,225.71,25.0,25.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1155,22_08_2024/2024-08-22_10_40_00_000/14/1155.jpg,1,,[637],"[[329.0, 253.0]]",[0.84245414],[222.87],[0],[750.0],"[[329.0, 252.0]]","[[25.0, 30.0]]",637.0,750.0,222.87,25.0,25.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1156,22_08_2024/2024-08-22_10_40_00_000/14/1156.jpg,1,,[637],"[[329.0, 253.0]]",[0.84245414],[222.87],[0],[750.0],"[[329.0, 252.0]]","[[25.0, 30.0]]",637.0,750.0,222.87,25.0,25.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1157,22_08_2024/2024-08-22_10_40_00_000/14/1157.jpg,1,,[766],"[[331.0, 251.0]]",[0.8430164],[225.55],[0],[928.0],"[[332.0, 251.0]]","[[29.0, 32.0]]",766.0,928.0,225.55,29.0,29.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1158,22_08_2024/2024-08-22_10_40_00_000/14/1158.jpg,1,,[766],"[[331.0, 251.0]]",[0.8430148],[225.55],[0],[928.0],"[[332.0, 251.0]]","[[29.0, 32.0]]",766.0,928.0,225.55,29.0,29.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1159,22_08_2024/2024-08-22_10_40_00_000/14/1159.jpg,1,,[656],"[[326.0, 253.0]]",[0.83493096],[215.32],[0],[812.0],"[[326.0, 253.0]]","[[29.0, 28.0]]",656.0,812.0,215.32,29.0,29.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1160,22_08_2024/2024-08-22_10_40_00_000/14/1160.jpg,1,,[656],"[[326.0, 253.0]]",[0.834931],[215.32],[0],[812.0],"[[326.0, 253.0]]","[[29.0, 28.0]]",656.0,812.0,215.32,29.0,29.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1161,22_08_2024/2024-08-22_10_40_00_000/14/1161.jpg,1,,[325],"[[327.0, 252.0]]",[0.7996933],[211.29],[0],[378.0],"[[327.0, 252.0]]","[[18.0, 21.0]]",325.0,378.0,211.29,18.0,18.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1162,22_08_2024/2024-08-22_10_40_00_000/14/1162.jpg,1,,[325],"[[327.0, 252.0]]",[0.7996933],[211.29],[0],[378.0],"[[327.0, 252.0]]","[[18.0, 21.0]]",325.0,378.0,211.29,18.0,18.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1163,22_08_2024/2024-08-22_10_40_00_000/14/1163.jpg,1,,[275],"[[327.0, 254.0]]",[0.7370308],[205.4],[0],[288.0],"[[327.0, 254.0]]","[[16.0, 18.0]]",275.0,288.0,205.4,16.0,16.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1164,22_08_2024/2024-08-22_10_40_00_000/14/1164.jpg,1,,[275],"[[327.0, 254.0]]",[0.73703086],[205.4],[0],[288.0],"[[327.0, 254.0]]","[[16.0, 18.0]]",275.0,288.0,205.4,16.0,16.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1165,22_08_2024/2024-08-22_10_40_00_000/14/1165.jpg,1,,[198],"[[328.0, 256.0]]",[0.67149276],[203.84],[0],[208.0],"[[328.0, 256.0]]","[[13.0, 16.0]]",198.0,208.0,203.84,13.0,13.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1166,22_08_2024/2024-08-22_10_40_00_000/14/1166.jpg,1,,[198],"[[328.0, 256.0]]",[0.67148477],[203.84],[0],[208.0],"[[328.0, 256.0]]","[[13.0, 16.0]]",198.0,208.0,203.84,13.0,13.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1167,22_08_2024/2024-08-22_10_40_00_000/14/1167.jpg,1,,[239],"[[328.0, 255.0]]",[0.7475681],[206.19],[0],[255.0],"[[328.0, 255.0]]","[[17.0, 15.0]]",239.0,255.0,206.19,17.0,17.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1168,22_08_2024/2024-08-22_10_40_00_000/14/1168.jpg,1,,[239],"[[328.0, 255.0]]",[0.74755716],[206.19],[0],[255.0],"[[328.0, 255.0]]","[[17.0, 15.0]]",239.0,255.0,206.19,17.0,17.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1169,22_08_2024/2024-08-22_10_40_00_000/14/1169.jpg,1,,[194],"[[329.0, 255.0]]",[0.75938594],[202.74],[0],[210.0],"[[329.0, 255.0]]","[[14.0, 15.0]]",194.0,210.0,202.74,14.0,14.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1170,22_08_2024/2024-08-22_10_40_00_000/14/1170.jpg,1,,[197],"[[328.0, 255.0]]",[0.75902456],[202.34],[0],[210.0],"[[329.0, 255.0]]","[[14.0, 15.0]]",197.0,210.0,202.34,14.0,14.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1171,22_08_2024/2024-08-22_10_40_00_000/14/1171.jpg,1,,[1009],"[[324.0, 250.0]]",[0.7995655],[219.86],[0],[1216.0],"[[325.0, 250.0]]","[[32.0, 38.0]]",1009.0,1216.0,219.86,32.0,32.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1172,22_08_2024/2024-08-22_10_40_00_000/14/1172.jpg,1,,[1009],"[[324.0, 250.0]]",[0.79956657],[219.86],[0],[1216.0],"[[325.0, 250.0]]","[[32.0, 38.0]]",1009.0,1216.0,219.86,32.0,32.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1173,22_08_2024/2024-08-22_10_40_00_000/14/1173.jpg,1,,[607],"[[315.0, 237.0]]",[0.56497556],[225.37],[0],[660.0],"[[316.0, 237.0]]","[[22.0, 30.0]]",607.0,660.0,225.37,22.0,22.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1174,22_08_2024/2024-08-22_10_40_00_000/14/1174.jpg,1,,[595],"[[315.0, 236.0]]",[0.5901714],[225.92],[0],[660.0],"[[316.0, 237.0]]","[[22.0, 30.0]]",595.0,660.0,225.92,22.0,22.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1175,22_08_2024/2024-08-22_10_40_00_000/14/1175.jpg,2,,"[232, 251]","[[334.0, 254.0], [323.0, 203.0]]","[0.6037448, 0.5353386]","[192.52, 182.82]","[0, 0]","[234.0, 399.0]","[[334.0, 255.0], [326.0, 202.0]]","[[13.0, 18.0], [21.0, 19.0]]",241.5,316.5,187.67,17.0,17.0,52.17,53.6,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1176,22_08_2024/2024-08-22_10_40_00_000/14/1176.jpg,2,,"[232, 251]","[[334.0, 254.0], [323.0, 203.0]]","[0.6037446, 0.5353384]","[192.52, 182.82]","[0, 0]","[234.0, 399.0]","[[334.0, 255.0], [326.0, 202.0]]","[[13.0, 18.0], [21.0, 19.0]]",241.5,316.5,187.67,17.0,17.0,52.17,53.6,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1177,22_08_2024/2024-08-22_10_40_00_000/14/1177.jpg,3,,"[150, 373, 62]","[[297.0, 218.0], [335.0, 248.0], [319.0, 189.0]]","[0.69489074, 0.69087833, 0.3003761]","[196.38, 201.56, 179.52]","[0, 0, 0]","[160.0, 432.0, 80.0]","[[297.0, 219.0], [335.0, 249.0], [319.0, 190.0]]","[[10.0, 16.0], [16.0, 27.0], [8.0, 10.0]]",195.0,224.0,192.4866667,11.33333333,11.33333333,48.65,48.65,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1178,22_08_2024/2024-08-22_10_40_00_000/14/1178.jpg,3,,"[150, 373, 62]","[[297.0, 218.0], [335.0, 248.0], [319.0, 189.0]]","[0.69489056, 0.6908778, 0.30037615]","[196.38, 201.56, 179.52]","[0, 0, 0]","[160.0, 432.0, 80.0]","[[297.0, 219.0], [335.0, 249.0], [319.0, 190.0]]","[[10.0, 16.0], [16.0, 27.0], [8.0, 10.0]]",195.0,224.0,192.4866667,11.33333333,11.33333333,48.65,48.65,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1179,22_08_2024/2024-08-22_10_40_00_000/14/1179.jpg,1,,[855],"[[313.0, 239.0]]",[0.81235725],[192.45],[0],[986.0],"[[314.0, 239.0]]","[[34.0, 29.0]]",855.0,986.0,192.45,34.0,34.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1180,22_08_2024/2024-08-22_10_40_00_000/14/1180.jpg,1,,[855],"[[313.0, 239.0]]",[0.81235546],[192.45],[0],[986.0],"[[314.0, 239.0]]","[[34.0, 29.0]]",855.0,986.0,192.45,34.0,34.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1181,22_08_2024/2024-08-22_10_40_00_000/14/1181.jpg,1,,[1109],"[[319.0, 243.0]]",[0.9057594],[209.85],[0],[1521.0],"[[319.0, 244.0]]","[[39.0, 39.0]]",1109.0,1521.0,209.85,39.0,39.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1182,22_08_2024/2024-08-22_10_40_00_000/14/1182.jpg,1,,[1109],"[[319.0, 243.0]]",[0.9057538],[209.85],[0],[1521.0],"[[319.0, 244.0]]","[[39.0, 39.0]]",1109.0,1521.0,209.85,39.0,39.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1183,22_08_2024/2024-08-22_10_40_00_000/14/1183.jpg,1,,[717],"[[315.0, 244.0]]",[0.87487537],[198.92],[0],[1184.0],"[[316.0, 244.0]]","[[37.0, 32.0]]",717.0,1184.0,198.92,37.0,37.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1184,22_08_2024/2024-08-22_10_40_00_000/14/1184.jpg,1,,[717],"[[315.0, 244.0]]",[0.87487686],[198.92],[0],[1184.0],"[[316.0, 244.0]]","[[37.0, 32.0]]",717.0,1184.0,198.92,37.0,37.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1185,22_08_2024/2024-08-22_10_40_00_000/14/1185.jpg,2,,"[508, 671]","[[323.0, 248.0], [321.0, 247.0]]","[0.79817444, 0.30266988]","[203.42, 200.38]","[0, 0]","[806.0, 1190.0]","[[325.0, 248.0], [320.0, 248.0]]","[[26.0, 31.0], [35.0, 34.0]]",589.5,998.0,201.9,30.5,30.5,2.24,5.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1186,22_08_2024/2024-08-22_10_40_00_000/14/1186.jpg,2,,"[508, 671]","[[323.0, 248.0], [321.0, 247.0]]","[0.79817444, 0.30266988]","[203.42, 200.38]","[0, 0]","[806.0, 1190.0]","[[325.0, 248.0], [320.0, 248.0]]","[[26.0, 31.0], [35.0, 34.0]]",589.5,998.0,201.9,30.5,30.5,2.24,5.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1187,22_08_2024/2024-08-22_10_40_00_000/14/1187.jpg,1,,[643],"[[320.0, 247.0]]",[0.86144865],[205.44],[0],[999.0],"[[320.0, 248.0]]","[[37.0, 27.0]]",643.0,999.0,205.44,37.0,37.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1188,22_08_2024/2024-08-22_10_40_00_000/14/1188.jpg,1,,[643],"[[320.0, 247.0]]",[0.86143893],[205.44],[0],[999.0],"[[320.0, 248.0]]","[[37.0, 27.0]]",643.0,999.0,205.44,37.0,37.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1189,22_08_2024/2024-08-22_10_40_00_000/14/1189.jpg,1,,[636],"[[319.0, 243.0]]",[0.8543722],[200.57],[0],[1140.0],"[[321.0, 242.0]]","[[30.0, 38.0]]",636.0,1140.0,200.57,30.0,30.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1190,22_08_2024/2024-08-22_10_40_00_000/14/1190.jpg,1,,[636],"[[319.0, 243.0]]",[0.8543722],[200.57],[0],[1140.0],"[[321.0, 242.0]]","[[30.0, 38.0]]",636.0,1140.0,200.57,30.0,30.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1191,22_08_2024/2024-08-22_10_40_00_000/14/1191.jpg,2,,"[187, 456]","[[332.0, 260.0], [312.0, 227.0]]","[0.582498, 0.50045794]","[212.07, 195.77]","[0, 0]","[196.0, 540.0]","[[332.0, 261.0], [313.0, 227.0]]","[[14.0, 14.0], [18.0, 30.0]]",321.5,368.0,203.92,16.0,16.0,38.59,38.95,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1192,22_08_2024/2024-08-22_10_40_00_000/14/1192.jpg,2,,"[187, 456]","[[332.0, 260.0], [312.0, 227.0]]","[0.58249867, 0.5004574]","[212.07, 195.77]","[0, 0]","[196.0, 540.0]","[[332.0, 261.0], [313.0, 227.0]]","[[14.0, 14.0], [18.0, 30.0]]",321.5,368.0,203.92,16.0,16.0,38.59,38.95,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1193,22_08_2024/2024-08-22_10_40_00_000/14/1193.jpg,2,,"[608, 288]","[[313.0, 229.0], [332.0, 259.0]]","[0.6242944, 0.4995993]","[207.32, 229.86]","[0, 0]","[754.0, 323.0]","[[314.0, 230.0], [332.0, 259.0]]","[[26.0, 29.0], [19.0, 17.0]]",448.0,538.5,218.59,22.5,22.5,35.51,34.13,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1194,22_08_2024/2024-08-22_10_40_00_000/14/1194.jpg,2,,"[608, 288]","[[313.0, 229.0], [332.0, 259.0]]","[0.6242944, 0.4995993]","[207.32, 229.86]","[0, 0]","[754.0, 323.0]","[[314.0, 230.0], [332.0, 259.0]]","[[26.0, 29.0], [19.0, 17.0]]",448.0,538.5,218.59,22.5,22.5,35.51,34.13,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1195,22_08_2024/2024-08-22_10_40_00_000/14/1195.jpg,1,,[546],"[[329.0, 254.0]]",[0.83156055],[218.47],[0],[675.0],"[[329.0, 255.0]]","[[27.0, 25.0]]",546.0,675.0,218.47,27.0,27.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1196,22_08_2024/2024-08-22_10_40_00_000/14/1196.jpg,1,,[546],"[[329.0, 254.0]]",[0.83156055],[218.47],[0],[675.0],"[[329.0, 255.0]]","[[27.0, 25.0]]",546.0,675.0,218.47,27.0,27.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1197,22_08_2024/2024-08-22_10_40_00_000/14/1197.jpg,2,,"[541, 408]","[[331.0, 254.0], [313.0, 223.0]]","[0.8360813, 0.70927507]","[221.58, 213.01]","[0, 0]","[624.0, 504.0]","[[331.0, 255.0], [314.0, 224.0]]","[[24.0, 26.0], [21.0, 24.0]]",474.5,564.0,217.295,22.5,22.5,35.85,35.36,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1198,22_08_2024/2024-08-22_10_40_00_000/14/1198.jpg,2,,"[541, 408]","[[331.0, 254.0], [313.0, 223.0]]","[0.83616525, 0.7093567]","[221.58, 213.01]","[0, 0]","[624.0, 504.0]","[[331.0, 255.0], [314.0, 224.0]]","[[24.0, 26.0], [21.0, 24.0]]",474.5,564.0,217.295,22.5,22.5,35.85,35.36,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1199,22_08_2024/2024-08-22_10_40_00_000/14/1199.jpg,3,,"[523, 354, 483]","[[329.0, 253.0], [311.0, 224.0], [310.0, 228.0]]","[0.7764233, 0.3623271, 0.3447488]","[222.73, 203.5, 202.13]","[0, 0, 0]","[594.0, 414.0, 660.0]","[[330.0, 253.0], [312.0, 224.0], [310.0, 230.0]]","[[22.0, 27.0], [18.0, 23.0], [20.0, 33.0]]",453.3333333,556.0,209.4533333,20.0,20.0,23.22,23.65,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1200,22_08_2024/2024-08-22_10_40_00_000/14/1200.jpg,3,,"[523, 354, 483]","[[329.0, 253.0], [311.0, 224.0], [310.0, 228.0]]","[0.7764233, 0.3623271, 0.3447488]","[222.73, 203.5, 202.13]","[0, 0, 0]","[594.0, 414.0, 660.0]","[[330.0, 253.0], [312.0, 224.0], [310.0, 230.0]]","[[22.0, 27.0], [18.0, 23.0], [20.0, 33.0]]",453.3333333,556.0,209.4533333,20.0,20.0,23.22,23.65,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1201,22_08_2024/2024-08-22_10_40_00_000/14/1201.jpg,1,,[164],"[[338.0, 250.0]]",[0.70374477],[197.83],[0],[204.0],"[[338.0, 251.0]]","[[12.0, 17.0]]",164.0,204.0,197.83,12.0,12.0,0.0,0.0,1,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1202,22_08_2024/2024-08-22_10_40_00_000/14/1202.jpg,1,,[164],"[[338.0, 250.0]]",[0.7037257],[197.83],[0],[204.0],"[[338.0, 251.0]]","[[12.0, 17.0]]",164.0,204.0,197.83,12.0,12.0,0.0,0.0,0,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1203,22_08_2024/2024-08-22_10_40_00_000/14/1203.jpg,1,,[376],"[[308.0, 226.0]]",[0.5903786],[187.17],[0],[437.0],"[[309.0, 227.0]]","[[23.0, 19.0]]",376.0,437.0,187.17,23.0,23.0,0.0,0.0,0,1,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1204,22_08_2024/2024-08-22_10_40_00_000/14/1204.jpg,1,,[376],"[[308.0, 226.0]]",[0.5903786],[187.17],[0],[437.0],"[[309.0, 227.0]]","[[23.0, 19.0]]",376.0,437.0,187.17,23.0,23.0,0.0,0.0,0,0,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1205,22_08_2024/2024-08-22_10_40_00_000/14/1205.jpg,0,,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
22_08_2024,2024-08-22_10_40_00_000,14,4.0,1206,22_08_2024/2024-08-22_10_40_00_000/14/1206.jpg,0,,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
,,0,0.0,0,//0/0.jpg,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,1
22_08_2024,2024-08-22_10_40_00_000,19,1.0,134,22_08_2024/2024-08-22_10_40_00_000/19/134.jpg,0,,[],[],[],[],[],[],[],[],0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
22_08_2024,2024-08-22_10_40_00_000,19,1.0,135,22_08_2024/2024-08-22_10_40_00_000/19/135.jpg,1,,[119],"[[299.0, 534.0]]",[0.6073035],[183.34],[0],[132.0],"[[299.0, 534.0]]","[[11.0, 12.0]]",119.0,132.0,183.34,11.0,11.0,0.0,0.0,0,0,0
22_08_2024,2024-08-22_10_40_00_000,19,1.0,136,22_08_2024/2024-08-22_10_40_00_000/19/136.jpg,1,,[120],"[[299.0, 534.0]]",[0.57898754],[183.29],[0],[121.0],"[[299.0, 535.0]]","[[11.0, 11.0]]",120.0,121.0,183.29,11.0,11.0,0.0,0.0,0,0,0
22_08_2024,2024-08-22_10_40_00_000,19,1.0,137,22_08_2024/2024-08-22_10_40_00_000/19/137.jpg,2,,"[244, 41]","[[281.0, 593.0], [294.0, 525.0]]","[0.40143925, 0.3198439]","[161.39, 174.61]","[0, 0]","[280.0, 54.0]","[[282.0, 594.0], [294.0, 525.0]]","[[8.0, 35.0], [6.0, 9.0]]",142.5,167.0,168.0,7.0,7.0,69.23,70.04,0,0,0
22_08_2024,2024-08-22_10_40_00_000,19,1.0,138,22_08_2024/2024-08-22_10_40_00_000/19/138.jpg,2,,"[244, 41]","[[281.0, 593.0], [294.0, 525.0]]","[0.40192935, 0.3199487]","[161.39, 174.61]","[0, 0]","[280.0, 54.0]","[[282.0, 594.0], [294.0, 525.0]]","[[8.0, 35.0], [6.0, 9.0]]",142.5,167.0,168.0,7.0,7.0,69.23,70.04,0,0,0
22_08_2024,2024-08-22_10_40_00_000,19,1.0,139,22_08_2024/2024-08-22_10_40_00_000/19/139.jpg,2,,"[244, 41]","[[281.0, 593.0], [294.0, 525.0]]","[0.40140834, 0.319628]","[161.39, 174.61]","[0, 0]","[280.0, 54.0]","[[282.0, 594.0], [294.0, 525.0]]","[[8.0, 35.0], [6.0, 9.0]]",142.5,167.0,168.0,7.0,7.0,69.23,70.04,0,0,0
22_08_2024,2024-08-22_10_40_00_000,19,1.0,140,22_08_2024/2024-08-22_10_40_00_000/19/140.jpg,2,,"[248, 357]","[[303.0, 557.0], [301.0, 556.0]]","[0.46377662, 0.40457404]","[197.6, 191.8]","[0, 0]","[312.0, 465.0]","[[303.0, 558.0], [302.0, 555.0]]","[[12.0, 26.0], [15.0, 31.0]]",302.5,388.5,194.7,13.5,13.5,2.24,3.16,0,0,0
22_08_2024,2024-08-22_10_40_00_000,19,1.0,141,22_08_2024/2024-08-22_10_40_00_000/19/141.jpg,1,,[269],"[[304.0, 564.0]]",[0.7563893],[220.43],[0],[320.0],"[[305.0, 566.0]]","[[16.0, 20.0]]",269.0,320.0,220.43,16.0,16.0,0.0,0.0,0,0,0
22_08_2024,2024-08-22_10_40_00_000,19,1.0,142,22_08_2024/2024-08-22_10_40_00_000/19/142.jpg,1,,[269],"[[304.0, 564.0]]",[0.7586275],[220.17],[0],[320.0],"[[305.0, 566.0]]","[[16.0, 20.0]]",269.0,320.0,220.17,16.0,16.0,0.0,0.0,0,0,0
22_08_2024,2024-08-22_10_40_00_000,19,1.0,143,22_08_2024/2024-08-22_10_40_00_000/19/143.jpg,3,,"[279, 262, 368]","[[291.0, 593.0], [302.0, 619.0], [292.0, 590.0]]","[0.35676607, 0.35183436, 0.34755424]","[180.29, 164.76, 177.07]","[0, 0, 0]","[324.0, 342.0, 510.0]","[[291.0, 593.0], [303.0, 620.0], [292.0, 590.0]]","[[12.0, 27.0], [19.0, 18.0], [15.0, 34.0]]",303.0,392.0,174.04,15.33333333,15.33333333,20.69,21.55,0,0,0
22_08_2024,2024-08-22_10_40_00_000,19,1.0,144,22_08_2024/2024-08-22_10_40_00_000/19/144.jpg,2,,"[262, 271]","[[302.0, 619.0], [291.0, 593.0]]","[0.35338673, 0.3531311]","[164.76, 180.5]","[0, 0]","[342.0, 312.0]","[[303.0, 620.0], [291.0, 594.0]]","[[19.0, 18.0], [12.0, 26.0]]",266.5,327.0,172.63,15.5,15.5,28.23,28.64,0,0,0
22_08_2024,2024-08-22_10_40_00_000,19,1.0,145,22_08_2024/2024-08-22_10_40_00_000/19/145.jpg,3,,"[262, 264, 336]","[[302.0, 619.0], [291.0, 593.0], [292.0, 591.0]]","[0.35146117, 0.33634734, 0.31543317]","[164.76, 180.63, 177.61]","[0, 0, 0]","[342.0, 300.0, 434.0]","[[303.0, 620.0], [291.0, 594.0], [292.0, 591.0]]","[[19.0, 18.0], [12.0, 25.0], [14.0, 31.0]]",287.3333333,358.6666667,174.3333333,15.0,15.0,20.07,20.94,0,0,0
22_08_2024,2024-08-22_10_40_00_000,19,1.0,146,22_08_2024/2024-08-22_10_40_00_000/19/146.jpg,1,,[230],"[[304.0, 619.0]]",[0.61272055],[198.13],[0],[270.0],"[[304.0, 619.0]]","[[18.0, 15.0]]",230.0,270.0,198.13,18.0,18.0,0.0,0.0,0,0,0
22_08_2024,2024-08-22_10_40_00_000,19,1.0,147,22_08_2024/2024-08-22_10_40_00_000/19/147.jpg,2,,"[253, 93]","[[302.0, 620.0], [294.0, 527.0]]","[0.7351655, 0.37894732]","[206.18, 188.32]","[0, 0]","[288.0, 110.0]","[[303.0, 621.0], [294.0, 528.0]]","[[18.0, 16.0], [10.0, 11.0]]",173.0,199.0,197.25,14.0,14.0,93.34,93.43,0,0,0
22_08_2024,2024-08-22_10_40_00_000,19,1.0,148,22_08_2024/2024-08-22_10_40_00_000/19/148.jpg,2,,"[239, 93]","[[302.0, 620.0], [294.0, 527.0]]","[0.72907484, 0.38033766]","[208.16, 188.35]","[0, 0]","[288.0, 110.0]","[[303.0, 621.0], [294.0, 528.0]]","[[18.0, 16.0], [10.0, 11.0]]",166.0,199.0,198.255,14.0,14.0,93.34,93.43,0,0,0
22_08_2024,2024-08-22_10_40_00_000,19,1.0,149,22_08_2024/2024-08-22_10_40_00_000/19/149.jpg,1,,[54],"[[300.0, 619.0]]",[0.5537713],[153.28],[0],[64.0],"[[300.0, 620.0]]","[[8.0, 8.0]]",54.0,64.0,153.28,8.0,8.0,0.0,0.0,0,0,0
